ID	Count	Types	Full text	Languages	MIME types
0940415_Ag_PL_mbc.cyfrowemazowsze.pl	53449	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/jpeg";"image/vnd.djvu";"application/pdf";"image/png";"text/html";"text/plain";"image/gif";"application/xml";
0940416_Ag_PL_obc.opole.pl	6868	"TEXT";"IMAGE";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/vnd.djvu";"image/png";
0940417_Ag_PL_pbc.gda.pl	44309	"TEXT";"SOUND";"IMAGE";	"false";"true";	"pl";	"application/pdf";"audio/mpeg";"image/jpeg";"image/png";"image/gif";"image/vnd.djvu";"text/plain";"text/html";"image/tiff";"video/x-msvideo";"application/xml";
0940418_Ag_PL_sanockabibliotekacyfrowa.pl	864	"TEXT";"IMAGE";	"false";	"pl";	"image/jpeg";
0940419_Ag_PL_wolnelektury.pl	4530	"TEXT";	"true";"false";	"pl";	"text/html";
094041_Ag_PL_MuzeumNarodowe_Warszawie	21325	"IMAGE";"TEXT";"VIDEO";	"false";"true";	"pl";	"image/jpeg";"image/png";
0940420_Ag_PL_www.dbc.wroc.pl	34737	"TEXT";"IMAGE";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/vnd.djvu";"text/html";"image/png";"text/plain";"image/gif";
0940421_Ag_PL_www.muzeum.leszno.pl	1008	"IMAGE";"TEXT";	"false";"true";	"pl";	"text/html";
0940422_FBC_SlaskaBibliotekaCyfrowa_Part1	49792	"TEXT";"IMAGE";"SOUND";	"true";"false";	"pl";	"application/pdf";
0940423_FBC_WielkopolskaBibliotekaCyfrowa_Part2	58160	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"application/pdf";"text/html";"image/jpeg";"video/x-flv";"image/png";"text/css";"video/mp4";
0940424_Ag_PL_zbc.uz.zgora.pl	27786	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"image/jpeg";"text/html";"image/png";"application/pdf";"image/gif";"text/plain";
0940425_Ag_PL_zbc.ksiaznica.szczecin.pl	38898	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"image/jpeg";"image/png";"image/gif";"application/pdf";"text/html";
0940426_Ag_PL_www.tnp.org.pl	453	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/png";"application/pdf";
0940427_Ag_PL_www.pbc.rzeszow.pl	14165	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"image/jpeg";"application/pdf";"image/png";"text/html";"audio/mpeg";"image/vnd.djvu";
0940428_Ag_PL_www.dlibra.karta.org.pl	49045	"TEXT";"IMAGE";	"false";"true";	"pl";	"image/vnd.djvu";"image/jpeg";"application/pdf";
0940429_Ag_PL_www.bibliotekacyfrowa.pl	62318	"TEXT";"IMAGE";"VIDEO";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"text/html";"image/png";"text/plain";
0940430_Ag_PL_suw.biblos.pk.edu.pl	4425	"TEXT";	"true";	"pl";	"text/html";
0940431_Ag_PL_rcin.org.pl	36516	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"text/html";"image/png";"audio/mpeg";"image/vnd.djvu";"text/plain";"image/tiff";
0940432_Ag_PL_pbc.biaman.pl	41629	"TEXT";"IMAGE";"VIDEO";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/vnd.djvu";"image/gif";"video/mp4";"image/png";"video/quicktime";
0940433_Ag_PL_mbc.malopolska.pl	91184	"TEXT";"IMAGE";"SOUND";	"false";"true";	"pl";	"application/pdf";"image/jpeg";"image/vnd.djvu";"text/plain";"image/gif";"audio/mpeg";"text/html";"image/png";"image/vnd.adobe.photoshop";
